APN,SitusAddress
22-386-26-2,1376 E 31ST ST OAKLAND 94602
22-386-10,1353 E 32ND ST OAKLAND 94602
22-386-33,1342 E 31ST ST OAKLAND 94602
22-386-29,1362 E 31ST ST OAKLAND 94602
22-386-6-2,1327 E 32ND ST OAKLAND 94602
22-386-27,1372 E 31ST ST OAKLAND 94602
22-386-19,1399 E 32ND ST OAKLAND 94602
22-386-35,1332 E 31ST ST OAKLAND 94602
22-386-7,1331 E 32ND ST OAKLAND 94602
22-385-14-5,3214 13TH AVE OAKLAND 94610
22-385-4-4,1376 E 32ND ST OAKLAND 94602
22-385-2,3205 STUART ST OAKLAND 94602
22-385-26,1357 E 33RD ST OAKLAND 94602
22-385-4-3,1380 E 32ND ST OAKLAND 94602
22-384-4,3307 STUART ST OAKLAND 94602
22-384-8-2,1340 E 33RD ST OAKLAND 94602
22-384-3,3311 STUART ST OAKLAND 94602
22-384-14,3310 13TH AVE OAKLAND 94610
22-384-24,1337 E 34TH ST OAKLAND 94602
22-381-9-2,1426 E 33RD ST OAKLAND 94602
22-380-15,1456 E 32ND ST OAKLAND 94602
22-380-9,1459 E 33RD ST OAKLAND 94602
22-380-20,1428 E 32ND ST OAKLAND 94602
22-380-7,1445 E 33RD ST OAKLAND 94602
22-379-12,3131 BEAUMONT AVE OAKLAND 94602
22-379-8-1,1435 E 32ND ST OAKLAND 94602
22-379-10,1441 E 32ND ST OAKLAND 94602
22-379-9-2,1437 E 32ND ST OAKLAND 94602
22-376-4,1523 E 33RD ST OAKLAND 94602
22-372-17,1634 E 32ND ST OAKLAND 94602
22-372-1,3200 14TH AVE OAKLAND 94602
22-369-13,1607 E 31ST ST OAKLAND 94602
22-369-10,1561 E 31ST ST OAKLAND 94602
22-369-44,3016 14TH AVE OAKLAND 94602
22-369-9,1553 E 31ST ST OAKLAND 94602
22-369-3,1527 E 31ST ST OAKLAND 94602
22-369-20,3061 22ND AVE OAKLAND 94602
22-369-21,3057 22ND AVE OAKLAND 94602
22-368-14,2918 21ST AVE OAKLAND 94606
22-368-15,2928 21ST AVE OAKLAND 94606
22-368-13,2912 21ST AVE OAKLAND 94606
22-368-11,2128 E 29TH ST OAKLAND 94606
22-368-12,2100 E 29TH ST OAKLAND 94606
22-368-16,2936 21ST AVE OAKLAND 94606
22-367-11,2016 E 29TH ST OAKLAND 94606
22-367-13,2006 E 29TH ST OAKLAND 94606
22-366-14,1936 E 28TH ST OAKLAND 94606
22-365-8-1,2837 22ND AVE OAKLAND 94606
22-364-4,2144 E 27TH ST OAKLAND 94606
22-363-18,2716 19TH AVE OAKLAND 94606
22-363-15,1914 E 27TH ST OAKLAND 94606
22-357-8,2835 VALLECITO PL OAKLAND 94606
22-357-33,1325 E 31ST ST OAKLAND 94602
22-356-7,1396 E 27TH ST OAKLAND 94606
22-356-33,1319 E 28TH ST OAKLAND 94606
22-355-46,1389 E 27TH ST OAKLAND 94606
22-355-3,2633 14TH AVE OAKLAND 94606
22-355-39,1355 E 27TH ST OAKLAND 94606
22-355-45,1385 E 27TH ST OAKLAND 94606
22-355-2,2637 14TH AVE OAKLAND 94606
22-355-19,1332 E 26TH ST OAKLAND 94606
22-354-24,2726 14TH AVE OAKLAND 94606
22-354-23,2722 14TH AVE OAKLAND 94606
22-354-27,2738 14TH AVE OAKLAND 94606
22-354-10,2645 WALLACE ST OAKLAND 94606
22-354-31-1,2806 14TH AVE OAKLAND 94606
22-354-5,2647 19TH AVE OAKLAND 94606
22-353-8,2533 19TH AVE OAKLAND 94606
22-353-9,2527 19TH AVE OAKLAND 94606
22-353-10,2525 19TH AVE OAKLAND 94606
22-352-20,1918 E 26TH ST OAKLAND 94606
22-351-81,2262 E 25TH ST OAKLAND 94606
22-351-38,2622 HIGHLAND AVE OAKLAND 94606
22-351-40-2,2668 WAKEFIELD AVE OAKLAND 94606
22-351-63,2519 23RD AVE OAKLAND 94606
22-351-28,2510 HIGHLAND AVE OAKLAND 94606
22-351-58,2627 22ND AVE OAKLAND 94606
22-351-51,2191 E 27TH ST OAKLAND 94606
22-350-7-3,2527 HIGHLAND AVE OAKLAND 94606
22-350-18,2536 21ST AVE OAKLAND 94606
22-350-3,2111 E 26TH ST OAKLAND 94606
22-349-5-5,2054 E 25TH ST OAKLAND 94606
22-347-8,2535 WALLACE ST OAKLAND 94606
22-345-28,2536 12TH AVE OAKLAND 94606
22-345-13,2607 13TH AVE OAKLAND 94606
22-345-14,2601 13TH AVE OAKLAND 94606
22-345-12,2617 13TH AVE OAKLAND 94606
22-345-11,2627 13TH AVE OAKLAND 94606
22-344-15,2601 12TH AVE OAKLAND 94606
22-344-28,2526 11TH AVE OAKLAND 94606
22-344-40,2720 11TH AVE OAKLAND 94606
22-342-23,2508 9TH AVE OAKLAND 94606
22-342-10,2711 10TH AVE OAKLAND 94606
22-341-17-1,2542 8TH AVE OAKLAND 94606
22-341-18,2602 8TH AVE OAKLAND 94606
22-341-19,2610 8TH AVE OAKLAND 94606
22-341-22-1,2628 8TH AVE OAKLAND 94606
22-341-17-2,2550 8TH AVE OAKLAND 94606
22-341-22-2,2632 8TH AVE OAKLAND 94606
22-340-12,2501 8TH AVE OAKLAND 94606
22-340-17,718 BEATIE ST OAKLAND 94606
22-340-15,734 BEATIE ST OAKLAND 94606
22-340-16,728 BEATIE ST OAKLAND 94606
22-340-19,2514 IVY DR OAKLAND 94606
22-340-2-1,2648 IVY DR OAKLAND 94606
22-340-7,2539 8TH AVE OAKLAND 94606
22-340-34,2417 8TH AVE OAKLAND 94606
22-340-29,709 BEATIE ST OAKLAND 94606
22-340-11,2507 8TH AVE OAKLAND 94606
22-340-18-1,712 BEATIE ST OAKLAND 94606
22-340-9,2521 8TH AVE OAKLAND 94606
22-340-30,719 BEATIE ST OAKLAND 94606
22-340-10,2517 8TH AVE OAKLAND 94606
22-340-5,2609 8TH AVE OAKLAND 94606
22-339-29,2788 PARK BLVD OAKLAND 94606
22-339-30,2794 PARK BLVD OAKLAND 94606
22-339-13-2,2581 BOOKER ST OAKLAND 94606
22-339-26-1,2770 PARK BLVD OAKLAND 94606
22-339-18-2,2736 PARK BLVD OAKLAND 94606
22-339-18-1,2732 PARK BLVD OAKLAND 94606
22-339-33,2808 PARK BLVD OAKLAND 94610
22-339-6-1,2649 IVY DR OAKLAND 94606
22-339-21,2744 PARK BLVD OAKLAND 94606
22-339-22,2748 PARK BLVD OAKLAND 94606
22-339-27-1,2774 PARK BLVD OAKLAND 94606
22-339-28,2782 PARK BLVD OAKLAND 94606
22-339-32,2806 PARK BLVD OAKLAND 94610
22-338-28,2408 PARK BLVD OAKLAND 94606
22-338-29,2414 PARK BLVD OAKLAND 94606
22-336-24-2,2520 8TH AVE OAKLAND 94606
22-336-24-1,2514 8TH AVE OAKLAND 94606
22-334-25,922 E 24TH ST OAKLAND 94606
22-334-17,2445 10TH AVE OAKLAND 94606
22-332-10,1202 E 24TH ST OAKLAND 94606
22-332-26,1114 E 24TH ST OAKLAND 94606
22-331-19,1319 E 25TH ST OAKLAND 94606
22-331-17,2426 13TH AVE OAKLAND 94606
22-329-13-9,1855 E 25TH ST OAKLAND 94606
22-328-2-2,2431 21ST AVE OAKLAND 94606
22-328-29,1939 E 25TH ST OAKLAND 94606
22-328-2-1,2439 21ST AVE OAKLAND 94606
22-327-25,2136 E 24TH ST OAKLAND 94606
22-327-56,2204 E 24TH ST OAKLAND 94606
22-326-17-2,2320 21ST AVE OAKLAND 94606
22-326-17-1,2316 21ST AVE OAKLAND 94606
22-326-16-1,2306 21ST AVE OAKLAND 94606
22-326-16-2,2310 21ST AVE OAKLAND 94606
22-326-6,2210 E 23RD ST OAKLAND 94606
22-326-30-1,2175 E 24TH ST OAKLAND 94606
22-326-31,2181 E 24TH ST OAKLAND 94606
22-326-46,2248 E 23RD ST OAKLAND 94606
22-325-4,2305 21ST AVE OAKLAND 94606
22-325-6-3,2042 E 23RD ST OAKLAND 94606
22-325-17,2328 19TH AVE OAKLAND 94606
22-325-23,1933 E 24TH ST OAKLAND 94606
22-325-8-2,2022 E 23RD ST OAKLAND 94606
22-325-14,1900 E 23RD ST OAKLAND 94606
22-325-1-1,2033 E 24TH ST OAKLAND 94606
22-324-22,2324 17TH AVE OAKLAND 94606
22-324-34,1853 E 24TH ST OAKLAND 94606
22-324-6,2307 19TH AVE OAKLAND 94606
22-323-6,2311 17TH AVE OAKLAND 94606
22-323-1,2350 14TH AVE OAKLAND 94606
22-323-17,2336 14TH AVE OAKLAND 94606
22-322-12-1,2300 13TH AVE OAKLAND 94606
22-322-23,1339 E 24TH ST OAKLAND 94606
22-322-8,1336 E 23RD ST OAKLAND 94606
22-322-25,1351 E 24TH ST OAKLAND 94606
22-321-18,2316 12TH AVE OAKLAND 94606
22-321-4,1233 E 24TH ST OAKLAND 94606
22-321-10,1240 E 23RD ST OAKLAND 94606
22-320-11,2308 11TH AVE OAKLAND 94606
22-318-28,1028 E 23RD ST OAKLAND 94606
22-318-7,926 E 23RD ST OAKLAND 94606
22-318-3,2325 10TH AVE OAKLAND 94606
22-318-24,2319 11TH AVE OAKLAND 94606
22-318-16,1003 E 24TH ST OAKLAND 94606
22-318-18,1015 E 24TH ST OAKLAND 94606
22-316-15,2330 7TH AVE OAKLAND 94606
22-316-24,2323 9TH AVE OAKLAND 94606
22-316-35,2300 8TH AVE OAKLAND 94606
22-315-10,2302 IVY DR OAKLAND 94606
22-315-11,2306 IVY DR OAKLAND 94606
22-315-4-1,2335 7TH AVE OAKLAND 94606
22-315-9,626 E 23RD ST OAKLAND 94606
22-315-6,2317 7TH AVE OAKLAND 94606
22-315-3-4,2408 IVY DR OAKLAND 94606
22-314-36,2471 PARK BLVD OAKLAND 94606
22-313-15,2251 PARK BLVD OAKLAND 94606
22-313-3,481 VAN DYKE AVE OAKLAND 94606
22-313-24,428 ATHOL AVE OAKLAND 94606
22-310-7,467 HANOVER AVE OAKLAND 94606
22-309-15,442 STOW AVE OAKLAND 94606
22-309-35-4,475 STOW AVE OAKLAND 94606
22-308-5,2040 LAKESHORE AVE OAKLAND 94606
22-308-33,320 WAYNE AVE OAKLAND 94606
22-307-12,314 NEWTON AVE OAKLAND 94606
22-306-3,323 HADDON RD OAKLAND 94606
22-306-15,312 ATHOL AVE OAKLAND 94606
22-305-14,546 E 22ND ST OAKLAND 94606
22-305-8,2217 7TH AVE OAKLAND 94606
22-304-7,726 E 22ND ST OAKLAND 94606
22-304-11,2226 7TH AVE OAKLAND 94606
22-304-6,2203 8TH AVE OAKLAND 94606
22-304-3,2233 8TH AVE OAKLAND 94606
22-303-15,2242 8TH AVE OAKLAND 94606
22-302-26,920 E 22ND ST OAKLAND 94606
22-302-28,906 E 22ND ST OAKLAND 94606
22-302-1,2245 11TH AVE OAKLAND 94606
22-302-35,2238 9TH AVE OAKLAND 94606
22-301-18,1225 E 23RD ST OAKLAND 94606
22-301-35,1119 E 23RD ST OAKLAND 94606
22-301-13,2204 12TH AVE OAKLAND 94606
22-301-2,2227 13TH AVE OAKLAND 94606
22-300-17-1,2200 13TH AVE OAKLAND 94606
22-299-19,2201 17TH AVE OAKLAND 94606
22-299-21-1,1626 E 22ND ST OAKLAND 94606
22-297-18,1942 E 22ND ST OAKLAND 94606
22-297-35,2015 E 23RD ST OAKLAND 94606
22-296-36,2273 E 23RD ST OAKLAND 94606
22-296-11,2126 E 22ND ST OAKLAND 94606
23-514-5,3495 WOODRUFF AVE OAKLAND 94602
23-499-1-2,3455 MORRISON AVE OAKLAND 94602
23-499-1-1,3457 MORRISON AVE OAKLAND 94602
23-498-21,3426 ADELL CT OAKLAND 94602
23-498-18,3450 ADELL CT OAKLAND 94602
23-498-30-1,2000 MONTANA ST OAKLAND 94602
23-498-36-1,1901 MONTANA ST OAKLAND 94602
23-498-29,1926 MONTANA ST OAKLAND 94602
23-498-5,1834 MONTANA ST OAKLAND 94602
23-496-13,1752 EXCELSIOR AVE OAKLAND 94602
23-496-9,1784 EXCELSIOR AVE OAKLAND 94602
23-496-3,1771 EVERS AVE OAKLAND 94602
23-493-5,1673 EXCELSIOR AVE OAKLAND 94602
23-493-19,1677 MIAMI CT OAKLAND 94602
23-492-12,3521 WOODRUFF AVE OAKLAND 94602
23-492-13,3507 WOODRUFF AVE OAKLAND 94602
23-490-32,3703 ARDLEY AVE OAKLAND 94602
23-489-4,1535 E 38TH ST OAKLAND 94602
23-489-33,3732 RANDOLPH AVE OAKLAND 94602
23-489-7,3745 RANDOLPH AVE OAKLAND 94602
23-489-10,3727 RANDOLPH AVE OAKLAND 94602
23-489-5,1539 E 38TH ST OAKLAND 94602
23-485-7,1411 E 38TH ST OAKLAND 94602
23-485-54-1,1465 ALLMAN ST OAKLAND 94602
23-485-9,1423 E 38TH ST OAKLAND 94602
23-485-8,1417 E 38TH ST OAKLAND 94602
23-483-7-1,1354 E 36TH ST OAKLAND 94602
23-483-12,1330 E 36TH ST OAKLAND 94602
23-482-8-6,1362 CHATHAM RD OAKLAND 94602
23-482-28-2,1351 E 36TH ST OAKLAND 94602
23-481-2,1167 MACARTHUR BLVD OAKLAND 94610
23-481-8,1209 MACARTHUR BLVD OAKLAND 94610
23-481-4,1173 MACARTHUR BLVD OAKLAND 94610
23-481-40,1224 E 34TH ST OAKLAND 94610
23-478-12-1,3701 PARK BLVD OAKLAND 94610
23-477-22,3622 KINGSLEY ST OAKLAND 94610
23-477-21,3616 KINGSLEY ST OAKLAND 94610
23-467-8,615 ALMA AVE OAKLAND 94610
23-467-10,908 PROSPECT AVE OAKLAND 94610
23-465-2,869 MACARTHUR BLVD OAKLAND 94610
23-463-2,809 MACARTHUR BLVD OAKLAND 94610
23-433-1-1,754 HILLGIRT CIR OAKLAND 94610
23-432-14,705 HILLGIRT CIR OAKLAND 94610
23-425-10-2,717 HADDON PL OAKLAND 94610
23-425-8,725 HADDON PL OAKLAND 94610
23-419-23,547 BODEN WAY OAKLAND 94610
23-419-16-1,532 BODEN WAY OAKLAND 94610
23-419-12,521 MERRITT AVE OAKLAND 94610
23-419-34,2832 LAKESHORE AVE OAKLAND 94610
23-419-22,555 BODEN WAY OAKLAND 94610
23-418-17,569 BEACON ST OAKLAND 94610
23-417-8,456 CAPITAL ST OAKLAND 94610
23-416-4,483 CAPITAL ST OAKLAND 94610
23-416-8-3,453 CAPITAL ST OAKLAND 94610
23-416-5,477 CAPITAL ST OAKLAND 94610
23-416-8-2,457 CAPITAL ST OAKLAND 94610
23-416-8-1,463 CAPITAL ST OAKLAND 94610
23-416-6,469 CAPITAL ST OAKLAND 94610
23-413-3,441 CAPITAL ST OAKLAND 94610
23-413-12,434 MERRITT AVE OAKLAND 94610
23-412-4,481 WESLEY AVE OAKLAND 94606
23-410-27-1,612 BROOKLYN AVE OAKLAND 94606
23-410-4,619 CLEVELAND ST OAKLAND 94606
23-410-29-2,610 BROOKLYN AVE OAKLAND 94606
23-410-50,604 HILLSBOROUGH ST OAKLAND 94606
23-410-26,616 BROOKLYN AVE OAKLAND 94606
23-410-39-1,647 HILLSBOROUGH ST OAKLAND 94606
23-410-22-2,634 BROOKLYN AVE OAKLAND 94606
23-409-21,516 HADDON RD OAKLAND 94606
23-409-14-2,674 BROOKLYN AVE OAKLAND 94606
23-409-15,670 BROOKLYN AVE OAKLAND 94606
23-409-24,534 HADDON RD OAKLAND 94606
23-408-11,527 MONTCLAIR AVE OAKLAND 94606
23-407-1,801 CLEVELAND ST OAKLAND 94606
23-407-14,516 MONTCLAIR AVE OAKLAND 94606
23-405-4,2733 PARK BLVD OAKLAND 94606
23-405-3,2741 PARK BLVD OAKLAND 94606
23-404-5,1105 MCKINLEY AVE OAKLAND 94610
23-404-28,614 ALMA AVE OAKLAND 94610
23-403-3,3127 PARK BLVD OAKLAND 94610
23-395-53,879 E 28TH ST OAKLAND 94610
23-395-15,1031 BAYVIEW AVE OAKLAND 94610
23-395-9,1081 E 33RD ST OAKLAND 94610
23-395-30,848 E 28TH ST OAKLAND 94610
23-395-59,2814 8TH AVE OAKLAND 94610
23-395-22,969 BAYVIEW AVE OAKLAND 94610
23-395-41-1,3228 PARK BLVD OAKLAND 94610
23-395-38,3200 PARK BLVD OAKLAND 94610
23-394-13,1008 E 33RD ST OAKLAND 94610
23-393-22,1265 E 34TH ST OAKLAND 94610
23-393-4,1244 E 33RD ST OAKLAND 94610
23-393-23,1269 E 34TH ST OAKLAND 94610
23-393-15-7,3316 ELLIOT ST OAKLAND 94610
23-393-20,1257 E 34TH ST OAKLAND 94610
23-392-29,1120 BAYVIEW AVE OAKLAND 94610
23-392-11,1201 E 33RD ST OAKLAND 94610
23-392-28,1126 BAYVIEW AVE OAKLAND 94610
23-391-3,1153 BAYVIEW AVE OAKLAND 94610
23-390-42,958 BAY VIEW AVE OAKLAND 94610
23-390-43,962 BAY VIEW AVE OAKLAND 94610
23-389-2,1062 BELLA VISTA AVE OAKLAND 94610
23-388-17,1120 E 28TH ST OAKLAND 94610
23-388-18,1118 E 28TH ST OAKLAND 94610
24-607-26,950 HOLLYWOOD AVE OAKLAND 94602
24-607-12,1226 HOLLYWOOD AVE OAKLAND 94602
24-562-15,900 EVERETT AVE OAKLAND 94602
24-561-26-4,1005 ELBERT ST OAKLAND 94602
24-560-17-1,4607 EL CENTRO AVE OAKLAND 94602
24-560-30,1121 GLENDORA AVE OAKLAND 94602
24-560-2,4747 EL CENTRO AVE OAKLAND 94602
24-559-5,1011 ELSINORE AVE OAKLAND 94602
24-558-10,4643 SAN SEBASTIAN AVE OAKLAND 94602
24-558-8,4655 SAN SEBASTIAN AVE OAKLAND 94602
24-557-1,1105 HOLLYWOOD AVE OAKLAND 94602
24-556-20,4507 EDGEWOOD AVE OAKLAND 94602
24-555-11,4508 EDGEWOOD AVE OAKLAND 94602
24-554-6,4697 PARK BLVD OAKLAND 94602
24-554-18,4637 PARK BLVD OAKLAND 94602
24-554-2,4721 PARK BLVD OAKLAND 94602
24-552-5,4653 DOLORES AVE OAKLAND 94602
24-552-17-1,4602 PARK BLVD OAKLAND 94602
24-549-43,4536 PARK BLVD OAKLAND 94602
24-549-44,4538 PARK BLVD OAKLAND 94602
24-548-13,1144 WELLINGTON ST OAKLAND 94602
24-547-9,4339 EDGEWOOD AVE OAKLAND 94602
24-547-26,1011 EVERETT AVE OAKLAND 94602
24-547-3,4367 EDGEWOOD AVE OAKLAND 94602
24-546-10,4357 PARK BLVD OAKLAND 94602
24-546-18,4311 PARK BLVD OAKLAND 94602
24-545-32,1134 NORWOOD AVE OAKLAND 94610
24-545-36,1100 NORWOOD AVE OAKLAND 94610
24-545-34,1114 NORWOOD AVE OAKLAND 94610
24-545-35,1108 NORWOOD AVE OAKLAND 94610
24-545-16,1207 WELLINGTON ST OAKLAND 94602
24-544-33,4420 PARK BLVD OAKLAND 94602
24-544-2,1327 EVERETT AVE OAKLAND 94602
24-543-18,4302 EVANS AVE OAKLAND 94602
24-542-4,4346 TOWNSEND AVE OAKLAND 94602
24-541-9,4323 EVERETT AVE OAKLAND 94602
24-540-22-2,1615 VISTA ST OAKLAND 94602
24-540-22-1,1571 VISTA ST OAKLAND 94602
24-540-18,1729 WELLINGTON ST OAKLAND 94602
24-539-25,1426 GLENFIELD AVE OAKLAND 94602
24-539-27,1416 GLENFIELD AVE OAKLAND 94602
24-539-28,1412 GLENFIELD AVE OAKLAND 94602
24-539-36,1417 GLENFIELD AVE OAKLAND 94602
24-539-38,1403 GLENFIELD AVE OAKLAND 94602
24-539-39,1335 GLENFIELD AVE OAKLAND 94602
24-539-20,4218 LA CRESTA AVE OAKLAND 94602
24-539-41,1323 GLENFIELD AVE OAKLAND 94602
24-537-7,1432 HAMPEL ST OAKLAND 94602
24-534-6,1141 NORWOOD AVE OAKLAND 94610
24-534-3,1115 NORWOOD AVE OAKLAND 94610
24-534-12,4131 GREENWOOD AVE OAKLAND 94602
24-534-2,1109 NORWOOD AVE OAKLAND 94610
24-533-10,4012 BRIGHTON AVE OAKLAND 94602
24-533-6,1227 HAMPEL ST OAKLAND 94602
24-532-2,1101 HAMPEL ST OAKLAND 94602
24-532-28,3865 GREENWOOD AVE OAKLAND 94602
24-532-9,4007 GREENWOOD AVE OAKLAND 94602
24-531-40,3948 GREENWOOD AVE OAKLAND 94602
24-531-11,3927 PARK BLVD OAKLAND 94602
24-531-34,3908 GREENWOOD AVE OAKLAND 94602
24-531-4,4011 BRIGHTON AVE OAKLAND 94602
24-531-14,3903 PARK BLVD OAKLAND 94602
24-531-10,3935 PARK BLVD OAKLAND 94602
24-529-26,3858 BEAUMONT AVE OAKLAND 94602
24-528-4,3945 14TH AVE OAKLAND 94602
24-528-13,3861 GLEN PARK RD OAKLAND 94602
24-526-17,3847 ARDLEY AVE OAKLAND 94602
24-526-16,3903 ARDLEY AVE OAKLAND 94602
24-525-46,4020 ARDLEY AVE OAKLAND 94602
24-525-38,3920 ARDLEY AVE OAKLAND 94602
24-525-15,3927 WOODRUFF AVE OAKLAND 94602
24-523-37,3918 ELSTON AVE OAKLAND 94602
24-523-39,3928 ELSTON AVE OAKLAND 94602
24-523-42,3940 ELSTON AVE OAKLAND 94602
24-521-18,3915 EVERETT AVE OAKLAND 94602
24-521-27,3801 EVERETT AVE OAKLAND 94602
24-520-7,3957 CANON AVE OAKLAND 94602
24-520-26-1,3902 EVERETT AVE OAKLAND 94602
24-520-40-1,4042 EVERETT AVE OAKLAND 94602
24-519-3,4010 CANON AVE OAKLAND 94602
24-518-1,3816 EVERETT AVE OAKLAND 94602
25-734-38,1622 25TH AVE OAKLAND 94601
25-734-11,1747 27TH AVE OAKLAND 94601
25-734-13,1735 27TH AVE OAKLAND 94601
25-734-35,2530 E 16TH ST OAKLAND 94601
25-734-12,1739 27TH AVE OAKLAND 94601
25-732-4,2733 E 17TH ST OAKLAND 94601
25-732-6,2747 E 17TH ST OAKLAND 94601
25-726-2,2903 FOOTHILL BLVD OAKLAND 94601
25-726-22,2920 E 19TH ST OAKLAND 94601
25-725-14,1817 FRUITVALE AVE OAKLAND 94601
25-725-16,3030 E 18TH ST OAKLAND 94601
25-724-3,1701 FRUITVALE AVE OAKLAND 94601
25-724-7,3002 E 17TH ST OAKLAND 94601
25-722-22,2918 E 16TH ST OAKLAND 94601
25-713-13,1410 MITCHELL ST OAKLAND 94601
25-712-30,1522 27TH AVE OAKLAND 94601
25-712-5,1535 MITCHELL ST OAKLAND 94601
25-712-32,1532 27TH AVE OAKLAND 94601
25-711-12,2530 E 15TH ST OAKLAND 94601
25-710-6,2547 E 15TH ST OAKLAND 94601
25-710-51,1436 25TH AVE OAKLAND 94601
26-835-8,3429 DIMOND AVE OAKLAND 94602
26-832-25,2542 PLEASANT ST OAKLAND 94602
26-832-19-2,2580 PLEASANT ST OAKLAND 94602
26-829-12-2, SCHOOL ST OAKLAND 94608
26-828-20,2646 NICOL AVE OAKLAND 94602
26-825-9,2747 BROOKDALE AVE OAKLAND 94602
26-820-12,2638 E 27TH ST OAKLAND 94601
26-819-13,2701 BARRY PL OAKLAND 94601
26-819-2,2767 BARRY PL OAKLAND 94601
26-819-12,2719 BARRY PL OAKLAND 94601
26-819-5,2744 BARRY PL OAKLAND 94601
26-819-10,2741 BARRY PL OAKLAND 94601
26-819-4,2754 BARRY PL OAKLAND 94601
26-819-11,2729 BARRY PL OAKLAND 94601
26-819-6,2734 BARRY PL OAKLAND 94601
26-815-3,2765 26TH AVE OAKLAND 94601
26-815-1-5,2754 GARDEN ST OAKLAND 94601
26-815-13,2562 E 27TH ST OAKLAND 94601
26-810-43-1,3214 MORRISON AVE OAKLAND 94602
26-810-81-3,3117 SHEFFIELD AVE OAKLAND 94602
26-802-26,2236 E 32ND ST OAKLAND 94602
26-802-28,3211 ARDLEY AVE OAKLAND 94602
26-802-13,2200 E 32ND ST OAKLAND 94602
26-798-19,2715 25TH AVE OAKLAND 94601
26-793-30,2314 E 27TH ST OAKLAND 94601
26-790-9,3100 22ND AVE OAKLAND 94602
26-790-15,2233 E 32ND ST OAKLAND 94602
26-788-19,2936 22ND AVE OAKLAND 94606
26-788-11,2222 E 29TH ST OAKLAND 94606
26-786-6,2200 E 27TH ST OAKLAND 94606
26-785-13,2619 26TH AVE OAKLAND 94601
26-785-18-1,2527 26TH AVE OAKLAND 94601
26-784-25,2548 25TH AVE OAKLAND 94601
26-784-36,2401 26TH AVE OAKLAND 94601
26-784-1,2600 25TH AVE OAKLAND 94601
26-783-5,2437 E 26TH ST OAKLAND 94601
26-781-1-1,2373 E 27TH ST OAKLAND 94601
26-780-28,2444 GRANDE VISTA AVE OAKLAND 94601
26-780-15,2435 24TH AVE OAKLAND 94601
26-780-23-1,2372 E 24TH ST OAKLAND 94601
26-779-15,2425 GRANDE VISTA AVE OAKLAND 94601
26-779-19,2418 INYO AVE OAKLAND 94601
26-778-4,2532 23RD AVE OAKLAND 94606
26-778-18,2420 23RD AVE OAKLAND 94606
26-778-1,2301 E 26TH ST OAKLAND 94601
26-777-5,2653 GRANDE VISTA AVE OAKLAND 94601
26-776-24,2626 23RD AVE OAKLAND 94606
26-775-21-1,2642 22ND AVE OAKLAND 94606
26-775-19,2628 22ND AVE OAKLAND 94606
26-775-7,2661 23RD AVE OAKLAND 94606
26-773-2,2625 E 25TH ST OAKLAND 94601
26-773-16,2600 LOGAN ST OAKLAND 94601
26-771-13-3,2622 E 25TH ST OAKLAND 94601
26-770-24,3052 BLOSSOM ST OAKLAND 94601
26-770-21,3070 BLOSSOM ST OAKLAND 94601
26-770-19-2,2615 FRUITVALE AVE OAKLAND 94601
26-768-3-2,3015 BLOSSOM ST OAKLAND 94601
26-768-7,3045 BLOSSOM ST OAKLAND 94601
26-768-3-1,3009 BLOSSOM ST OAKLAND 94601
26-767-1,2437 FRUITVALE AVE OAKLAND 94601
26-767-17,2920 GALINDO ST OAKLAND 94601
26-766-22,2933 GALINDO ST OAKLAND 94601
26-765-23,3021 ASHBROOK CT OAKLAND 94601
26-765-10,2900 E 23RD ST OAKLAND 94601
26-764-7,2766 E 23RD ST OAKLAND 94601
26-763-4,2725 LOGAN ST OAKLAND 94601
26-762-20,2306 26TH AVE OAKLAND 94601
26-762-15,2321 27TH AVE OAKLAND 94601
26-762-30,2358 26TH AVE OAKLAND 94601
26-762-18-2,2630 E 23RD ST OAKLAND 94601
26-762-1,2607 LOGAN ST OAKLAND 94601
26-762-8,2409 27TH AVE OAKLAND 94601
26-761-2,2511 E 24TH ST OAKLAND 94601
26-761-7,2343 26TH AVE OAKLAND 94601
26-761-9,2327 26TH AVE OAKLAND 94601
26-760-22,2418 E 23RD ST OAKLAND 94601
26-759-5,2331 24TH AVE OAKLAND 94601
26-758-6,2323 INYO AVE OAKLAND 94601
26-757-4-1,2319 E 23RD ST OAKLAND 94601
26-757-19,2326 E 22ND ST OAKLAND 94601
26-756-2,2357 E 23RD ST OAKLAND 94601
26-756-15,2394 E 22ND ST OAKLAND 94601
26-756-3,2363 E 23RD ST OAKLAND 94601
26-755-5,23RD E ST OAKLAND 94611
26-753-2,2212 25TH AVE OAKLAND 94601
26-752-6,2716 E 22ND ST OAKLAND 94601
26-750-9,3000 E 22ND ST OAKLAND 94601
26-749-6,2025 AUSTIN ST OAKLAND 94601
26-749-5,2035 AUSTIN ST OAKLAND 94601
26-748-17,2908 FOOTHILL BLVD OAKLAND 94601
26-747-21,2046 RUTHERFORD ST OAKLAND 94601
26-747-18,2030 RUTHERFORD ST OAKLAND 94601
26-744-10-1,2510 E 21ST ST OAKLAND 94601
26-743-11,2010 25TH AVE OAKLAND 94601
26-742-9,2003 27TH AVE OAKLAND 94601
26-741-4,2027 MITCHELL ST OAKLAND 94601
26-740-27,2767 E 21ST ST OAKLAND 94601
26-740-24,2775 E 21ST ST OAKLAND 94601
